,author,published_at,updated_at,like_count,text
297,꧁𓆩It's ༒ iGx𓆪꧂,2023-08-18T15:08:57Z,2023-08-18T15:08:57Z,4,I like how foreigners like to butter indians to get their attention for millions of views ez money 😂
298,Rajesh Kubendran,2023-08-18T14:49:04Z,2023-08-18T14:49:04Z,0,"How could you call ISRO as an underdog, we have more success rates than any other."
299,MIDNI8SUN,2023-08-18T14:25:40Z,2023-08-18T14:26:07Z,0,I wonder why you need to bring down something to boast about something else ...   typical Asian behavior 🙄 Fix ur title
300,NoOffensePies,2023-08-18T13:36:21Z,2023-08-18T13:36:21Z,0,"well, it&#39;s cheap but also shit 😅 They&#39;d do better if they were funded better and paid better."
301,sai kumar,2023-08-18T10:02:48Z,2023-08-18T10:02:48Z,1,Proud of you ISRO 🇮🇳🇮🇳
302,Hemanth Atluri,2023-08-18T09:04:24Z,2023-08-18T09:04:24Z,1,"There is nothing to humiliate here. NASA and Ruscosmo are pioneers of space industry, india carefully took notes from them and even asked for help sometimes. It will take another 50 years for india to reach where NASA is right now. <br>Besides, india has a serious problem with brain drain, it would take much longer if it continues"
303,Yilin WANG,2023-08-18T05:44:07Z,2023-08-18T05:44:07Z,0,"Not only in space programs, it is thrilling that India would surpass the US in many aspects in the short future, especially GDP!"
304,Syd Alan,2023-08-18T02:38:51Z,2023-08-18T02:40:47Z,0,Labor cost! lol Give India all the military equipment that USA has without the training USA provides and see what happens.
305,Mohamed Sulaiman,2023-08-18T00:33:24Z,2023-08-18T00:33:24Z,0,I really hope this huge budget difference of ISRO is because efficiency and not by heavily underpaying the workers and forcing them to operate in close to impossible deadlines.<br><br>I also read recently in a news article that many workers in ISRO were not paid salaries for more than 13 months.<br><br>India never lacks sufficient capitol. Looking at the budgets for some cricket leagues.
306,Agastya Asthana,2023-08-17T22:09:45Z,2023-08-17T22:09:45Z,0,It pronounced the the same way as NASA. It&#39;s pronounced (isroh) not I.S.R.O
307,Sunil Lewis,2023-08-17T18:50:56Z,2023-08-17T18:50:56Z,0,Bruh Nasa literally has much longer missions than ISRO <br>that pretty much defines the budget difference
308,Karthikeyan Sivalogam,2023-08-17T17:18:48Z,2023-08-17T17:18:48Z,0,Nice❤
309,Sagnik Sinha,2023-08-17T16:42:04Z,2023-08-17T16:42:04Z,0,"Just want to add that the parts were carried on cycle, not because they couldn&#39;t afford better vehicles. It was because, the place of the launch was not accessible by roads and the terrain was such that only bullock carts and cycles could safely and slowly carry the equipment. Dr. Sarabhai and his team did not want to disrupt the ecosystem of the village by cutting trees and building roads. But, they could have if they wanted to. Pandit Nehru had given them his full support both by policy as well as through funds. He would have built Dr Sarabhai a road, if he had asked for it."
310,Romeo Alpha,2023-08-17T16:23:13Z,2023-08-17T16:23:13Z,0,Cheap labor helps too.
311,Spoodermen,2023-08-17T12:17:21Z,2023-08-17T12:17:21Z,0,"Researching, developing, iterating and improving on failed attempts all cost money, while ISRO just took the designs and principles and replicated it at a lesser scale. Thats why it&#39;s cheap. <br>NASA is still the big daddy in all aspects but ISRO achieved amazingly well where other developed countries failed."
312,Siddhi Patel,2023-08-17T10:35:57Z,2023-08-17T10:35:57Z,0,Well they got a Indians attention
313,Pranav Talasila,2023-08-17T10:05:48Z,2023-08-17T10:05:48Z,1,I am a Indian
314,Ak M,2023-08-17T08:56:06Z,2023-08-17T08:56:34Z,3,ISRO never tries to humiliate anyone. Our scientists always try to be innovative and efficient in the allocated budget. Vasudhaiv Kutumbakam 🙏
315,Torq,2023-08-17T07:14:40Z,2023-08-17T07:14:40Z,0,"Nothing is humiliating for NASA considering the fact the level of achievement in space and deep space they achieved . Regarding the budget , it’s our constrain not thier . Thier priority is on accomplishing the mission"
316,Julkar Nain Adnan,2023-08-17T05:03:53Z,2023-08-17T05:03:53Z,0,Also Isro : rocket can launch one satellite<br>Nasa : we are launching just few satelite with a telescope 🔭
317,Pravin P Dagli,2023-08-17T01:38:42Z,2023-08-17T01:38:42Z,1,"Bharat Ratna For Homi J Bhabha and Vikram Sarabhai!! ❤ <a href=""https://www.youtube.com/watch?v=Z_8F_jazYjc&amp;t=3m29s"">3:29</a>"
318,Rajosik Mitra,2023-08-17T00:18:33Z,2023-08-17T00:18:33Z,0,"Suno bhai, itna proud mat ho, socho, ISRO mein budget nahi hai par statue ban raha hai idhar udhar"
319,Prd Vkd,2023-08-16T21:49:34Z,2023-08-16T21:49:34Z,0,According to peaceful religion everything is done by Allah so you don&#39;t have to do anything further. You just bomb and destroy everything.
320,ellen,2023-08-16T20:23:59Z,2023-08-16T20:23:59Z,0,In India movies have higher budget than isro
321,Hitarth Modi,2023-08-16T18:19:17Z,2023-08-16T18:19:17Z,0,"I think this should also account of the pay rate of employees. Due to lower quality of life, even tho ISRO employees earn a fortune in India’s economy, the same amount of money would only fulfill the basic quality of life in America. Also, people in India don’t work by the hour, and have 50+ hour work weeks."
322,L B,2023-08-16T15:37:59Z,2023-08-16T15:37:59Z,0,Easy to be cheap when you just use technology someone else developed.
323,Rishiaman2,2023-08-16T14:05:00Z,2023-08-16T14:05:00Z,0,"definitely 1 reason, hr cost and goods cost in US is SUPER HIGH compared to india"
324,CHETAN PIMPALE,2023-08-16T13:37:09Z,2023-08-16T13:37:09Z,0,You forgot to mention how USA tried to sabotage India&#39;s early attempt to become space superpower
325,Chosen one,2023-08-16T13:25:50Z,2023-08-16T13:25:50Z,0,Bruh as an indian why are you pronouncing it as (i-s-r-o) when its (is-row) 😀
326,Ajay Kumar,2023-08-16T12:23:48Z,2023-08-16T12:23:48Z,0,"I&#39;m an Indian, and there is really no humiliation here. Nasa is a pioneer and its missions span across the solar system and beyond. Its technology is being used not only by other space research organisations across the world, but also in several scientific applications. NASA&#39;s tech is everywhere. Let&#39;s not diminish their achievements. India has a high purchasing power and sources most materials indigenously. That&#39;s why we are able to keep the costs low. We havent launched any missions that haven&#39;t already been launched. I&#39;m an aerospace graduate, and I find these comparisons extremely stupid. Modern Space research is a human endeavour rather than a pissing contest."
327,Tanmay's_world @YT,2023-08-16T10:27:39Z,2023-08-16T10:27:39Z,0,"<a href=""https://www.youtube.com/watch?v=Z_8F_jazYjc&amp;t=8m09s"">8:09</a> CHANDRAYAAN 2 DID NOT CRASH!!! What happened was , the orbiter part was successful and even orbits the moon today, and the rest just lost signal, instead of crashing. Want proof? Chandrayaan  2 had sent a message recently to ISRO/इसरो team, proving that it is live."
328,Oddly Satisfying,2023-08-16T09:02:41Z,2023-08-16T09:02:41Z,0,That pink <b>2000₹ notes</b> are banned now  🚫 JYI
329,Rajputan,2023-08-16T06:13:31Z,2023-08-16T06:13:31Z,0,Its not aisaro..its eas-row (ISRO)
330,Raghav Bharadia,2023-08-16T05:38:29Z,2023-08-16T05:38:29Z,0,"good info, but very bad accent"
331,Adv. Aksshay Sharma,2023-08-16T04:02:47Z,2023-08-16T04:02:47Z,0,"ISRO&#39;s success  benefits not jjst India but e tire Asian and african continent, but enabling nations to launch their own satellite at cheaper rates. It truly forwards the concept of &quot;world is one family&quot;. And it helps India with its political clout over the asian continent"
332,Ateeq Ahmed,2023-08-16T03:58:44Z,2023-08-16T03:58:44Z,0,Shyshtummm
333,HYDRA,2023-08-16T03:56:29Z,2023-08-16T03:56:29Z,0,"Its due to the Modi Government(BJP) that ISRO has gotten a huge boost, for the 70 years that Congress won elections, ISRO was treated like trash by them and their scientists were often charged with false allegations/killed/hired by NASA."
334,S J,2023-08-15T18:08:41Z,2023-08-15T18:08:49Z,0,You can&#39;t compare both. NASA pays way more to its employees than ISRO
335,Aryan Singh,2023-08-15T12:58:07Z,2023-08-15T12:59:09Z,1,"One of the biggest reason for the cheaper budget is cheaper labour. At ISRO the average income for a professional doesn&#39;t go beyond 20k dollars a year while at NASA, the average income for a professional is about 120k dollars. That&#39;s a 6 times difference of cost. Ofc that is going to trickle down into the final budget as most material and manufacturing processes cost about the same."
336,Gazpacho Police,2023-08-15T09:42:04Z,2023-08-15T09:42:04Z,0,If making it cheaper is so easy then just let ISRO manufacture rockets in USA with US equipment and US scientists.
337,YozoSky,2023-08-15T09:41:49Z,2023-08-15T09:41:49Z,0,Restrictions breed creativity.
338,Roopesh Mesta,2023-08-15T08:51:57Z,2023-08-15T08:51:57Z,0,If our ISRO 🇮🇳 had funds like NASA.. by now we would have been idli sambar or chicken tandoori on mars😅
339,Madhabi Das,2023-08-15T06:49:28Z,2023-08-15T06:49:28Z,1,Point to be noted :- 60% NASA Scientists are Indians!
340,Jafar Ali,2023-08-15T06:03:17Z,2023-08-15T06:03:17Z,1,Indeed ISRO is the only successful space program from a 3 world country.  The cost are kept low by using only well test already established tech (Research are kept low as possibe as it cost lot of money) and Indian scientist and Employees are under paid compared to  NASA counterpart. But this is till way above Indian standard.
341,gully boy,2023-08-15T04:55:24Z,2023-08-15T04:55:24Z,1,"I’m Indian, and I feel it is gross ignorance to say that ISRO’s success is humiliating to NASA. NASA is a pioneer in several aspects of space research and at the same time our ISRO too picking up very fast."
342,Sue U,2023-08-15T04:49:27Z,2023-08-15T04:49:27Z,0,Was currency conversion done properly? <br>If $ was equal to rupee then what’s the comparison?
343,flyingsnake,2023-08-15T02:31:38Z,2023-08-15T02:31:38Z,1,Bro really called ISRO an underdog
344,apashok,2023-08-15T01:31:11Z,2023-08-15T01:31:11Z,3,Lot of NASA and spaceX are Indians almost over 30%
345,Badabing Badaboom,2023-08-14T23:50:35Z,2023-08-14T23:50:35Z,2,Nasa&#39;s budget is not enough. I said it
346,Mallory Westwood,2023-08-14T22:36:46Z,2023-08-14T22:36:46Z,1,Average salary of a NASA scientist is 10x more than an ISRO scientist. That’s one main reason.
347,Mr. Sam,2023-08-14T19:37:30Z,2023-08-14T19:37:30Z,1,"Why Indian doctors are coming to US, cus they dont make enough in India unless they own a hospital so dont feel bad that US spend more.. Same doctor dirve expensive cars in the US and they have to sell kidneys in India"
348,Mr. Sam,2023-08-14T19:28:44Z,2023-08-15T16:38:18Z,0,"Please understand that India dont pay good labor. That is why Indians are running toward West. there is enough work in India, however, they get peanuts. US NASA pay decent amount to their technicians and engineers. Why Indians love to work in US based IT companies in India, even degree in Mech or Elec, they go into IT sector.. cus India companies exploit and underpay. There are no regulations and you cant sue anyone"
349,Ram K,2023-08-14T14:59:21Z,2023-08-14T14:59:21Z,1,I am proud for ISRO’s development in Space Exploration.  It’s not humiliation to NASA as many engineers got trained in NASA.  Remember Developing new drug is more expensive than developing generic drug.
350,Lun Haolai,2023-08-14T13:03:24Z,2023-08-14T13:10:15Z,1,"Most of it is due to the difference in currencies and cost of living. Average wage in US is over 55K USD, while it is INR 5 lacs (6010.05 USD); this is nearly 9 times more wages paid to US workers. Whereas the cost of production in the US is 5-6 times that of India. I know there are other factors in play but just looking at the dollar amount doesn&#39;t do justice to either side."
351,Cutting Coffee,2023-08-14T12:55:57Z,2023-08-14T12:55:57Z,1,all the credits goes to ISRO scientists who hardly been appriciated by the people on a serious note ISRO needs more funding for the quality. fact is still is this most of the people will bet on NASA  on projects than ISRO if money isn&#39;t a issue.
352,Monica,2023-08-14T11:38:29Z,2023-08-14T11:38:29Z,1,"you should understand that not just ISRO but over a lot of things Indians are underpaid. So the budget for this project would definitely have that kind of amount of difference, because as an under developing nation we have no choice but to overwork and get underpaid. Its not a humiliating thing for us. for us Indians because this kind of opportunity and platform is only awarded to small no. of Indians and they can&#39;t complain for being underpaid because they are working under national budget. I&#39;m not saying I&#39;m ashamed or this puts us down, but this really should not be point of celebration this should be a point to acknowledge to an an understanding that knows the difference of u.s and indian economies. so yeah i dont know if this should even be discussed as something that was a good thing I mean its like telling a hard-worker, yeah you see you should all work hard and get paid to this scale when their goal was to actually be acknowledged and rewarded for their work and research. Of course the scale could not be equal, hence this topic seems local and not global."
353,Mr MAB,2023-08-14T10:29:34Z,2023-08-14T10:29:34Z,0,"Spending a lot of money does  not matter,  quality matters."
354,Sandeep K,2023-08-14T07:46:44Z,2023-08-14T07:46:44Z,2,Indian space agency of doing what NASA was doing 60 years ago. NASA invented the technologies that India is using. There&#39;s no comparison between the two
355,digitalkitty cat,2023-08-14T04:56:21Z,2023-08-14T04:56:21Z,0,Chinese voice !
356,will i amnot,2023-08-14T02:55:17Z,2023-08-14T02:55:17Z,2,Everything is cheap when you rip off. No R&amp;D. No Software development. The outcome in the end is cheap and nasty. Might work for a while. But please stop comparing anything or anyone to NASA.
357,Mousy,2023-08-13T21:13:02Z,2023-08-13T21:13:02Z,1,Power of naan chapati
358,Zahuruddin Sheikh,2023-08-13T20:06:31Z,2023-08-13T20:06:31Z,2,i dont understand. isnt americans salary by itself ten times more than that as ours? im proud of the fact that we are making indidegnious ones. Cost is naturally less since its all happening in india.
359,Filled Mug,2023-08-13T19:39:48Z,2023-08-13T19:39:48Z,1,"The market, regulation, and features decide the cost. whimsical comparison."
360,Shorts King,2023-08-13T11:28:00Z,2023-08-13T11:28:00Z,1,It is pronounced as esro not I-SRO
361,K K,2023-08-13T09:50:44Z,2023-08-13T09:50:44Z,1,BUTTER CHICKEN?
362,Mohan Kumar,2023-08-13T09:09:15Z,2023-08-13T09:09:15Z,1,Well indian ISRO Scientist are paid only 1/10th of a NASA scientist for the same kind of work. In india aerospace scientist are paid even lesser than low level  IT jobs becoz most of the IT jobs are outsourced from america to indian companies. We have a huge competition and have to study a lot to get into isro even then we will be underpaid then people with little knowledge in IT and could land a job in a MNC. Most of the reduction in cost is becoz they underpay us and we have deal with it becoz we r easily replacable in this huge educated population.
363,Khan MD Omar Faruk,2023-08-13T05:04:11Z,2023-08-13T05:04:11Z,1,People have to be dumb to compare this. India and USA both are different. In india they pay less to people who are working in the project comparatively less than USA. Main cost cutting comes from cost cutting in lqbour cost.
364,Kiruthika Manikandan,2023-08-13T02:24:13Z,2023-08-13T02:24:13Z,1,APJ Abdul Kalam had a huge part in the success of ISRO. Imagine a space programme developing from rocket parts being carried in cycle to competing with NASA within span of few  decades! Really proud❤
365,Take a look at,2023-08-12T19:00:41Z,2023-08-12T19:01:13Z,2,Please research about how much the Indian ruling party spends money in elections then you realise that Indians do cost cutting in important things and waste too much money in useless things
366,Gaurav,2023-08-12T17:39:19Z,2023-08-12T17:39:19Z,0,In my opinion ISRO is one of the proudest accomplishment by Indians.
367,132_PRIYANK RAI,2023-08-12T15:58:59Z,2023-08-12T15:58:59Z,2,"No man your title is absurd.<br>ISRO don&#39;t get enough budget because india still have problems like food, water, electricity, poor farmers. <br>real india can not be seen from metro cities or villages that are near City."
368,MR.MELODY,2023-08-12T08:28:23Z,2023-08-12T08:30:22Z,0,Washing machines? Martian missions first I hear as 😅washing machines
369,Pussy Bell,2023-08-12T05:03:36Z,2023-08-12T05:03:36Z,1,"WHEN WHERE WAS A BICYCLE USED ...B.C.. IT,S NOT BARBARIC..NARRATIVES IT SELF IS BARBARIC..!"
370,Soothing Melodies,2023-08-12T02:47:48Z,2023-08-12T02:47:48Z,1,"I mean if you do what others did 50 years ago, it&#39;ll be cheaper <br>they literally put humans on moon in 60s"
371,Sparkle S,2023-08-12T01:00:33Z,2023-08-12T01:00:33Z,1,AND Russia is getting to moon in 11 days while Indians are strolling is orbits for 60 day LOL and yet it humiliates NASA budget. FIX your toilets first !!
372,Thusitha Nuwan,2023-08-11T15:25:26Z,2023-08-11T15:25:26Z,3,"This video is a joke.. I am from South Asia... No disrespect. How do you compare the amount of innovation, research and development NASA has put over the years.. India is just sending objects to space now with already known knowledge..  Don&#39;t humiliate the hard work people have put all these years to make space exploration possible for everyone. You can say how cost-effective ISRO can work on publicly known knowledge or theories. Have they made any new contributions to science. Then IMO it&#39;s really worth bragging about."
373,shourya,2023-08-11T15:01:30Z,2023-08-11T15:01:30Z,0,Its not I.S.R.O its iz-ro
374,john rhodes,2023-08-11T14:10:54Z,2023-08-18T10:04:46Z,1,"despite all these achievements, India&#39;s infrastructure in Space education is absolute dog shit, literally garbage. there&#39;s not a single college where one can hope to study astronomy. Indian ppl continue to ignore acknowledging literally any other field of study other than engineering and medical to be of importance and reputation. 99% of the population doesn&#39;t even know what astronomy is, forget that, even some science teachers don&#39;t know what astronomy is."
375,Davis George,2023-08-11T08:50:26Z,2023-08-11T08:50:26Z,0,What is the point of having to spend more money when the same thing can be delivered in less money.  Now we know where our tax rupees are being wasted on
376,Jazzy hub,2023-08-11T07:04:43Z,2023-08-11T07:04:43Z,0,and our leaders murderred Homi bhaba........and no one questions
377,ajith0306,2023-08-11T04:59:52Z,2023-08-11T04:59:52Z,0,Both are cartoons &amp; fake
378,Ankit maurya,2023-08-11T03:14:06Z,2023-08-11T03:14:06Z,0,Nasa - my budget project 😂 10million<br>Isro scientists - bro i did that project 5 million 💀🥀<br>Isro❤❤
379,s n,2023-08-11T02:16:40Z,2023-08-11T02:16:40Z,0,"Spiritual Knowledge - Concepts of Science… (Excerpt from message of Shri Datta Swami)<br><br>Science is the logical analysis of the items existing in this creation based on only one authority that is perception (Pratyaksha Pramanam). Even in the ancient logic, all the authorities (Pramanas) are based on perception only. You see the fire giving smoke. This is deduction or perception. When you see the smoke coming from a distance and do not see the fire, you say that fire exists there and this is induction or inference (Anumana Pramanam). But this induction is based on your previous deduction only. Somebody says to you that fire gives smoke. If that person is your dearest, you believe it and infer the fire from the smoke. This is authority of word ‘Shabdha Pramanam’.<br><br>Though you have not seen the fire, your dearest person has seen the smoke coming from fire. Like this all the authorities are based on perception only. I do not find any scripture of any Religion, which contradicts the experience of perception. There are four ways of authority. 1) Sruthi, which is the original scripture. 2) Smrithi, which is the commentaries of Scholars on the original scripture. 3) Yukthi, the logical analysis based on deduction, induction etc., 4) Anubhava, the experience based on the perception of the items in this world, which may be direct or indirect. Out of these four ways, the fourth way is the most powerful. If anything contradicts the fourth way, that is not valid or it may be a misinterpretation based on misunderstanding of the Sruthi or Smrithi or Yukthi. Thus Science and Philosophy are not separate. The very frame of the spiritual knowledge is Science only. Thus Science is the basic foundation and over all underlying structure of all the Scriptures. <br><br>A true Scientist should always stand on the perception and should not deny the experience derived by perception. If he denies, he is not a scientist. All top most scientists were philosophers and spiritual people only. Those scientists have travelled along the river of Science and reached its end, which is the ocean of spiritual knowledge called as philosophy. Philosophy is pervading all the branches of Science. Every branch of Science gives Ph.D as the final degree. Ph.D means Doctor in Philosophy. If Science and Philosophy are different, why this word Philosophy is regarded so much by all the branches of Science? Philosophy means the essence of the knowledge of every branch that is experienced when one reaches the end of that branch. <br><br>Therefore, the spiritual knowledge, which is the ocean, is the Philosophy in which all branches of Science and all the Religions merge and loose their identity. A scientist who has not reached the end of Science and who is still traveling in the river only denies the existence of the ocean, since he is still perceiving the limiting boundaries of his knowledge – river. Such river-travelers are called as atheists.<br><br>YouTube Channel: Shri Datta Swami"
380,Sheshan Kutty,2023-08-10T19:32:21Z,2023-08-10T19:32:21Z,2,"Idiotic Title and Idiotic comments. These Self Grandiose idiots don&#39;t talk about what they did instead of comparing others. If we compare, NASA does a lot, they don&#39;t send a TOY with Camera to Mars. On the other hand, India sent Mangalyan with few instruments and camera. ISRO still need a lots from NASA as a payload. So, this is online bull crap to get uneducated and unintelligent indians to excited for nothing."
381,Alokpat,2023-08-10T16:22:58Z,2023-08-10T16:22:58Z,1,Jai Hind
382,Vemanq,2023-08-10T15:29:24Z,2023-08-10T15:29:24Z,0,"Dear Americans, It&#39;s tax payers money after all! If tax is less common people live happy, but if tax is high then think! Who needs worlds richest country!? But everyone needs peaceful life!"
383,Bharghava Matcha,2023-08-10T15:24:48Z,2023-08-10T15:24:48Z,0,"We should not compare the budgets. The pay to match standard of living is different, so it&#39;s less expensive to develop in India. As simple as that."
384,masthan001,2023-08-10T05:20:18Z,2023-08-10T05:20:18Z,0,"USD = 82 INR, thats why, for the most part. try to &#39;logically&#39; think, if possible!"
385,Rakesh Madhyastha,2023-08-10T05:11:17Z,2023-08-10T05:11:17Z,0,"Pay people with peanuts , it can be done for free too"
386,Kathi Baba,2023-08-10T05:08:55Z,2023-08-10T05:08:55Z,0,You are peddling lies your thumbnail shoots ISRO&#39;s LVM3 with 10 tons payload and NASA&#39;s SLS with 140 ton payload. Your price display is stupid. SLS lifts 14 times the load at 5 times the price so it is actually more than twice as efficient.
387,Brand Uncensored,2023-08-10T04:46:15Z,2023-08-10T04:46:15Z,1,Simple formula - Pay low salaries or dont pay salaries at all.
388,Funshorts,2023-08-10T04:38:34Z,2023-08-10T04:38:34Z,0,Chandrayan - 50M i guess
389,Odder than me,2023-08-10T02:08:12Z,2023-08-10T02:08:12Z,3,For the f-ing  racists that think India is a poor slum country this ought to keep their mouths shut for a few years
390,Arjun,2023-08-09T22:36:40Z,2023-08-09T22:36:40Z,0,This budget should be compared in PPP terms not absolute.
391,Christopher H,2023-08-09T21:48:53Z,2023-08-09T21:48:53Z,0,lol what a joke
392,Ravi Godavarthi,2023-08-09T21:44:33Z,2023-08-09T21:44:33Z,0,"I am indian and in India, I can order a 3-course meal (which is actually flavorful and literally Un substitutable in US) delivered to my house with a Generous tip for $6.<br><br>In US the same would cost around $40-50. Yes, the pay is more here for labor, while the wastage is also more here(ex: produce), hence the prices are more here. <br><br>I understand that you need a clickbait title, but no one here is humiliating anyone, if anything, we are humble about what NASA has given everyone and have and will be giving us as time goes on. NASA definitely deserves more budget as compared to other shit that goes in US"
393,Rahul Agarwal,2023-08-09T19:57:18Z,2023-08-09T19:57:18Z,0,The secret is in the fuel. India uses coconut oil as fuel. Which is literally free
394,Thebrahmabull Q,2023-08-09T18:09:30Z,2023-08-09T18:09:30Z,0,NASA is involved in a lot more space stuff than any other nation ... So u using humiliate is BS... and I am an Indian
395,Yuvraj Nigade,2023-08-09T14:50:38Z,2023-08-09T14:50:38Z,0,Don&#39;t ignore the fact that NASA takes a lot of risks that any othet agency won&#39;t.<br>That in itself is worth the premium.<br>And cost of living in US is much much higher than India. Scientists gots to get paid
396,X Gkc,2023-08-09T14:39:09Z,2023-08-09T14:39:09Z,0,India is using a number of components developed elsewhere. Development costs are huge. They are also doing stuff which Nasa has already done before. Not to take anything away from ISRO but being a trailblazer is always more expensive
397,Geethanjali Ravichandhran,2023-08-09T13:54:34Z,2023-08-09T13:54:34Z,0,All country is equal.... respect other countries
398,Karan Kapoor,2023-08-09T09:45:54Z,2023-08-09T09:45:54Z,0,Is the lower cost on the back of lower wages? What exactly goes in per launch cost?
399,Thierry L,2023-08-09T06:44:15Z,2023-08-09T06:44:15Z,0,It&#39;s an indian propaganda <br>Shame on indian govt
400,Mortal Kombatant,2023-08-09T03:46:07Z,2023-08-09T03:46:07Z,0,And they say India has corruption
401,M Kamlunlal,2023-08-08T22:44:40Z,2023-08-08T22:44:40Z,0,Mainly significantly lower no. and salary of staffs I think.
402,Parth Warungase,2023-08-08T08:26:59Z,2023-08-08T08:26:59Z,0,Bro in the Thumbnail you put $ 0.4 billion is the budget of ISRO&#39;s mission cost but it&#39;s $ 0.1 Billion because $1 = 83₹ and it&#39;s budget is 615 CR  then approx 100 million dollar
403,Kuchiki Byakuya,2023-08-08T07:46:52Z,2023-08-08T07:46:52Z,0,"Weird honestly, USA has way more money than Indian government does even then India spends more. This is less proud and more stupid"
404,AlphaMineron,2023-08-08T07:33:50Z,2023-08-08T07:33:50Z,0,This is just a Wikipedia history dump… there’s no “HOW” they make it cheap
405,Soofi Atham,2023-08-08T05:21:16Z,2023-08-08T05:21:16Z,1,IsRO got all know how from NaSa and russians<br>Don&#39;t behave like this sending rocket to moon after 50 years after they sent
406,Akash Desai,2023-08-08T05:05:42Z,2023-08-08T05:05:42Z,0,In india wages are low for everything so I think it’s about that time India looks to extend its space budget and increase the quality of life for the scientists that they deserve!
407,M.G. Kutty,2023-08-08T00:18:28Z,2023-08-08T00:18:28Z,0,Why do you consider ISRO an underdog. Isn’t it racist?
408,That lavender haze,2023-08-07T20:21:52Z,2023-08-07T20:21:52Z,1,"If ISRO had the nasa budget, India would prolly have colonies on mars titan europa and the moon"
409,Aman Gautam,2023-08-07T18:56:40Z,2023-08-07T18:56:40Z,0,Thanku russia    To support India in bad times
410,Jacky,2023-08-07T17:00:09Z,2023-08-07T17:00:09Z,0,NASA is Love ❤<br>ISRO is Emotion💕
411,Trade Hero,2023-08-07T09:39:54Z,2023-08-07T09:39:54Z,2,"The 2 billion dollar rocket is much better. The people creating the rocket are well paid according to country&#39;s GDP. America has well mentained GDP while india ranks below in chart. It takes material and manpower to build this stuff. Material can be cheaper in in india, manpower can also be much cheaper a compared to US. That&#39;s why India is a 3rd party nation."
412,Amazing world,2023-08-07T09:06:59Z,2023-08-07T09:06:59Z,0,"Dont compare, isro is outdated and has many failure, what ever the sucess it did isn&#39;t 80% of nasa, it is comparing elephant with cat..."
413,IshaQ GT,2023-08-06T18:05:00Z,2023-08-06T18:05:00Z,0,Nothing to humiliate here. It&#39;s just the way of approach and available resources. Depends on the mission and objectives.
414,MDX,2023-08-06T15:03:27Z,2023-08-06T15:03:27Z,0,In India they pay less.
415,David Dyson,2023-08-06T11:41:46Z,2023-08-06T11:41:46Z,0,Not A Space Agency.<br>More of a money-laundering scheme
416,Kushal Gokhale,2023-08-06T04:45:20Z,2023-08-06T04:45:20Z,0,India&#39;s space program costs low because here everything else is as well proportionally cheaper. For example a plumber can fix a tap for 200 rs. in India whereas the plumber inthe USA will cost it 20 dollars.
417,Sparkle S,2023-08-06T02:58:09Z,2023-08-06T02:59:32Z,1,"BIG TALKS only !  India sent a bicycleyaan to the moon which other nations sent in 1940s , and that bicycleyaan is taking 2 months to reach moon while NASA rockets reach in a day or two. So your comparison is ridiculous !"
418,BIG brother,2023-08-05T14:00:06Z,2023-08-05T14:00:06Z,0,"Why it takes <a href=""https://www.youtube.com/watch?v=Z_8F_jazYjc&amp;t=10m24s"">10:24</a> min"
419,DKH,2023-08-05T06:11:36Z,2023-08-05T06:11:36Z,0,"The difference is the US can print the money out of nothing more than ink, paper, and electricity."
420,zero,2023-08-05T02:53:10Z,2023-08-05T02:53:10Z,1,"Its Indian jugad,"
421,ashish kango,2023-08-04T10:13:11Z,2023-08-04T10:13:11Z,1,Both missions and equipment had vastly different capabilities hence vastly different costs! And let’s not forget that NASA hires a lot of Indian scientists and engineers.
422,saisusrith vudala,2023-08-04T09:26:08Z,2023-08-04T09:26:08Z,0,The cost of living difference between India and the US and the experimentation that the NASA does amounts for the bid budgets that NASA requires. Can’t always directly compare just based on numbers on the face of them.
423,Aashish Gupta,2023-08-03T20:57:05Z,2023-08-03T20:57:05Z,1,"How ISRO&#39;s budget can be lower than NASA&#39;s? <br><br>1. Well, just look at salaries of people it employees. Indian salaries are lower than america coz we have lower purchasing power parity. It&#39;s same reason why all the backend tech work shifted to India. Labour is cheap. <br><br>2. ISRO also do commercial launches. <br><br>3. NASA builds far complicated systems than ISRO. What&#39;s ISRO&#39;s been doing is amazing but we aren&#39;t doing something that hasn&#39;t been done before. We have an advantage of learning from previous attempts without spending money to do those attempts.<br><br>Both agencies are doing absolutely amazing work but they do completely different things."
424,Raghuvamsi,2023-08-03T14:54:59Z,2023-08-03T14:54:59Z,1,₹2 salary and 24/7 work and the result is there! Nasty
425,Aayush Bisht,2023-08-03T05:34:22Z,2023-08-03T05:34:22Z,1,Nothing great here they are doing what others did year ago. If they do something that nasa has not already done in low cost then saying this is appropriate
426,Prashant Suryavanshi,2023-08-02T19:14:47Z,2023-08-02T19:23:14Z,0,NASA uses 100% American physical and intellectual labor for its projects. They cannot pay Indian rates to get work done in America. That alone would address 60-70% of the difference in the budget. Second thing NASA is a pure space exploration organization that uses 100% US Govt funds. ISRO has to depend on its service of launching satellites for other countries and companies to get a meaningful budget. If that is your model then you have to make the cheapest rocket possible. Please read the mission statement of each organization and you will understand the difference. By berating NASA to make ISRO look good you are doing a disservice to ISRO&#39;s achievements.
