,author,published_at,updated_at,like_count,text
1532,AMBANI FF,2021-08-09T19:13:51Z,2021-08-09T19:13:51Z,1,Power of india ♥️♥️♥️🇮🇳💚💚💚
1533,SHARINGAN,2021-08-09T18:27:05Z,2021-08-09T18:27:05Z,0,Welp
1534,Not Simone Simons・♪,2021-08-09T16:43:44Z,2021-08-09T16:43:44Z,0,Even indian have &quot;self&quot; Microsoft tech support  🤺
1535,Mark,2021-08-09T15:50:05Z,2021-08-14T09:21:11Z,0,This didn’t age well….European satellite didn’t made it….thanks Narrish
1536,Asmongold's Mouth,2021-08-09T15:10:41Z,2021-08-09T15:10:41Z,1,Good job India!! Now just crack down on your call centre scammer problem and you have my full support.
1537,Neeli,2021-08-09T14:47:11Z,2021-08-09T14:48:07Z,0,When there&#39;s &quot;India&quot; in a yt title:<br>&quot;Indians are immeasurable in the comment section and my day is saved&quot;
1538,BillyButtcheeksMk34,2021-08-09T14:46:16Z,2021-08-09T14:46:16Z,0,Country full of sweat shops makes cheaper rocket.  Imagine my shock.
1539,Kamran Bashir,2021-08-09T14:22:32Z,2021-08-09T14:22:32Z,0,India&#39;s satellite reached Mars because Modi wanted it for political gains. Under such pressure NASA landed people on Moon.
1540,ban annah,2021-08-09T14:01:05Z,2021-08-09T14:01:05Z,2,Narrator sounds like he is trying to hide the Indian accent 😂
1541,jdragon,2021-08-09T11:05:31Z,2021-08-09T11:05:31Z,0,"The Chandra sukra Mangal etc the prefix of yaan is the name of the planet in Sanskrit , indian astrologers even before Muhammad  was born calculated no of moons of Jupiter and Saturn , while Muhammad was confuse wether the earth was flat or where sun sinks in mud or his throne"
1542,Probably Not a Big Toe,2021-08-09T10:52:38Z,2021-08-09T10:52:38Z,0,I wonder the amount of money the scientists and workers get paid in both countries.
1543,Carl,2021-08-09T10:46:10Z,2021-08-09T10:46:10Z,0,"Telling everybody that your society built based on cheap😂. Cheap on tip, technology, environment, and social."
1544,The Horse Cock Express,2021-08-09T10:04:52Z,2021-08-09T10:04:52Z,0,"India has a space program yet it gets its ass fukd by covid, needing the world to send oxygen to them, only for India to spread the delta varient (delta is the Indian varient of covid) to the entire world causing more lock downs. India, how about you build a health and hospital infrastructure so you can take care of your people and so you do not mutate a varient of covid killing world wide, rather then some BTEC space program using 30 year old tech trying to portray yourself as some world power. Do better, look after your people"
1545,The Horse Cock Express,2021-08-09T10:00:29Z,2021-08-09T10:00:29Z,0,And Elon Musks rockets are cheaper then both.. so???
1546,Parv Sharma,2021-08-09T09:30:25Z,2021-08-09T09:30:25Z,0,Don&#39;t scroll down listen to him
1547,Dr. K's Art Place,2021-08-09T08:38:30Z,2021-08-09T08:40:51Z,0,Every state run program is being “humiliated” by SpaceX. 😀😀🙏🙏<br>If “humiliation” means cheaper/efficient space launches. 😀😀😀<br><br>PS. I believe one can be proud of their government run space program. Without throwing $hire on others. 🙏🙏🙏
1548,TnD_BigJax,2021-08-09T07:01:53Z,2021-08-09T07:01:53Z,0,"I&#39;m telling you, India is on its way to becoming the next big superpower. They just gotta fix a couple things like the polluted rivers and cities and they&#39;re golden."
1549,Mathieu Norry,2021-08-09T06:34:01Z,2021-08-09T06:34:29Z,0,"Fun fact 10% of the Indian population don&#39;t have access to clean running water, that equates to 130 million people, meanwhile the Indian government are spending 2 billion on a space program ... let that sink in."
1550,flameout12345,2021-08-09T05:10:26Z,2021-08-09T05:10:26Z,1,Why is India even thinking about space?
1551,Sai Mogudala,2021-08-09T04:20:13Z,2021-08-09T04:20:13Z,1,Please all you whites and pakistanis keep hating :) its fuel to the fire. Await more space tech from India
1552,Jamie,2021-08-09T03:46:32Z,2021-08-09T03:46:32Z,0,"Pay large amounts for a space project, create 1000s of jobs and get a lot of it back in tax, all while boosting your economy."
1553,Jap Jung ho,2021-08-09T03:41:03Z,2021-08-09T03:41:59Z,0,India: we have some of the brightest minds in the world.                                                             Also India: we need toilets and food for our people.                                                                       India again: let’s find someone else to blame the problems and be proud of some things we have and potentially have.
1554,Jack P,2021-08-09T01:32:05Z,2021-08-09T01:32:05Z,0,Obviously India is the best. India beats USA and all other European Countries hands down. We have the best infrastructure and quality of life in India. It is no wonder why we proudly sing Saarey Jahan sey Acha.
1555,sha skafunction,2021-08-08T21:55:42Z,2021-08-08T21:55:42Z,0,"Tbh as time goes , who make first take the credit, who make it cheaper comes later , if both make it first also cheaper get respect"
1556,Gregory Allen,2021-08-08T13:10:37Z,2021-08-08T13:10:37Z,3,The most expensive part of space flight is the human labor. India’s median income is $3k a year. USA is $31k a year. This almost entirely explains the 10x difference in cost.
1557,EnlightenedSavage,2021-08-08T12:59:25Z,2021-08-08T12:59:25Z,0,I think a big point that is missed here is why the budget is so overblown for NASA. Unfortunately like any other part of politics in the United States NASA has been corrupted as well. It&#39;s not as a building SLS it is Boeing. Boeing is it defense contractor which soul design is to siphon money from the government in the most corrupt way possible. There are too many backroom deals going on when it comes to defense contractors. If NASA itself was building it it would have been done years ago for much smaller budget.
1558,lovhacker 44,2021-08-08T12:27:56Z,2021-08-08T12:27:56Z,0,The fact about this is our looted economy doesn’t provide enough support to ISRO for their programs. With the limited funding their only way is to find cheap sources. And this is no time to humiliate others but to admire their work.
1559,Vandit Panvelkar,2021-08-08T11:36:42Z,2021-08-08T11:36:42Z,0,It&#39;s pronounced issro (like this ro) not i s r o
1560,Waldemar B.,2021-08-08T10:08:36Z,2021-08-08T10:08:36Z,0,"It’s easy to be cheaper considering the pay difference of personnel.<br>Also India is full of Engineers of all sorts so there is plenty „supply“. <br>Finally, working culture means: Indians have learnt to work 24/7 and still be happy.<br>This all will adapt and come to more equilibrium with progressing time and development."
1561,Nicker Poo,2021-08-08T03:43:16Z,2021-08-08T03:43:16Z,1,Why the word &quot;humiliated&quot;? What NASA and RISCOSMOS did in the past that the reason all of us can dream of going to space one day. Remember first step is always the hardest.
1562,CJ's tube Jack of all trade,2021-08-08T03:32:19Z,2021-08-08T03:32:19Z,0,Millions starving in India and dont have basic needs. Children sleep in platforms and drink dirty water.  Corrupt politicians more worried about space mission .
1563,David Cordatos-Marcotte,2021-08-08T02:20:20Z,2021-08-08T02:20:20Z,0,Humiliation and money
1564,Sciab,2021-08-08T01:41:55Z,2021-08-08T01:41:55Z,0,Compare budget is like compare salary.
1565,kappamaster71,2021-08-08T00:33:24Z,2021-08-08T00:33:24Z,0,"They can pay their engineers a fraction of their american counterpart, probably helps with budget."
1566,Jaskaran Singh,2021-08-08T00:31:09Z,2021-08-08T00:31:09Z,0,Fun fact:- Indian government is searching possibilities to live on mars.<br><br>Indian people are searching possibilities to survive in India in everyday life. <br><br>I am also Indian but its sour truth
1567,adamsommer78,2021-08-07T23:34:24Z,2021-08-07T23:35:20Z,0,Did anyone think you won&#39;t be paid $200k  in Indian space program? Secondly space is just a tiny bid what NASA did
1568,Brandon Emmanuel,2021-08-07T18:39:04Z,2021-08-07T18:39:04Z,0,"Haha India needs to pave their roads and streets, not fund a space division."
1569,codewalters,2021-08-07T18:32:12Z,2021-08-07T18:32:12Z,0,"Well if India had that much money to throw away they would . NASA commissions many studies that are useful to many studies not just the current mission, maybe that&#39;s why they are so advanced."
1570,KK13,2021-08-07T16:44:21Z,2021-08-07T16:44:21Z,0,"Humiliates NASA&#39;s budget?? Only a moron would say that! We pay our scientists, contractors and engineers 10X more than what you pay. And our quality.... you can see it through 2 Voyagers, Hubble and Chandra  telescopes, weather satellites. We don&#39;t show off!  <br><br>You mofus haven&#39;t done shit with your space program! You did it because others are doing it, and you just wanted to show off! Have you published any worthwhile data in any peer reviewed high impact journal? What measurements have you taken? What did you discover that NASA didn&#39;t? <br><br>And if you want to talk about Mars... we own the planet, we do science on the surface, we are scanning, profiling, fly helicopters etc. While you just wasted your 0.4B budget by revolving around Mars!"
1571,Realtalk Z,2021-08-07T16:11:07Z,2021-08-07T16:11:07Z,0,"Here comes all the Indians living well in western countries all while playing the victim card, OUR COUNTRY WAS COLONISED AND PILAGED BY THE BRITISH! THEY STOLE EVERYTHING! oh get over yourselves no one cares, your country dumps hundreds of millions each year into a space program while most of your country is poverty stricken !"
1572,Lokesh K,2021-08-07T15:40:04Z,2021-08-07T15:40:04Z,3,"What I like about rocket scientists worldwide is the courage. If something fails, they go back to improve instead of giving up! No Space organizations in the world criticize another space organization&#39;s failure. When ISRO had a failed launch Chandrayaan-2 recently to south pole of the moon, there was so much encouragement from US, Russia, European countries etc. etc."
1573,Manpreet,2021-08-07T12:24:13Z,2021-08-07T12:26:12Z,2,"This is not a fair comparison. I would say taking into account the salaries of the engineers and the other staff working in ISRO, the cost should have been even less. And also don’t forget that you are comparing apples to oranges. The NASA missions are order of magnitude more sophisticated than ISRO. NASA pioneers the technologies while ISRO’s major goal here was to just make a check mark that India went to Mars. When you are working on novel thing ( like nasa), it is always expensive. Someone doing the same thing decades later has advantage of having more efficient and cheaper alternatives."
1574,bombastic00,2021-08-07T09:26:28Z,2021-08-07T09:26:28Z,1,"Yeah, and they also putting cow poo on themselves as protection to COVID…"
1575,Shahid,2021-08-07T09:01:08Z,2021-08-07T09:01:08Z,0,Difference between corolla and ferrari<br>Both get the job done yet there is a price diference
1576,Sike Gaming,2021-08-07T08:00:40Z,2021-08-07T08:00:40Z,2,The reason why India is able to do it in less money is because it&#39;s a cheap third world country. In America you get paid 10 dollars an hour but in india they probably get paid 10 dollars a day or less. Which is why whenever we call customer service it&#39;s an indian guy or girl on the other end. A person with a masters degree and experience in astrophysics or rocket engineering is much cheaper in india as compared to America where you have to pay them a few hundred thousand dollars minimum. Not to mention most of the parts needed for the rockets have to be imported from third world countries. But india being being a third world country has the advantage of cheap manufacturing like china.
1577,xXx Gaming,2021-08-07T07:01:22Z,2021-08-07T07:01:22Z,0,Western culture will never accept the greatness of this country bcz it&#39;s their oppression which pushed this country back &amp; it&#39;s hard to accept that someone else is better than you
1578,I changed My Name,2021-08-07T05:30:18Z,2021-08-07T05:30:18Z,2,I don&#39;t care how Cool and Inspiring Elon Musk is he is a Demon in Disguise
1579,ARCHIT GAUTAM,2021-08-07T05:27:25Z,2021-08-07T05:27:25Z,1,It&#39;s IS-RO not I-Sa -ro ....
1580,Clayton Bigsby,2021-08-07T02:26:34Z,2021-08-07T02:26:46Z,0,"Instead of this useless Mars mission, how about getting the freaking oxygen on earth itself. Could have saved 4.9 million Indian lives. Typical Indian drum beating on YouTube. Not to mention ISRO has learnt a lot from NASA and other space organizations to know what mistakes not to make. NASA is a pioneer because they have made so many mistakes and hence their budget/cost is high. Don’t forget they are remotely flying a drone on Mars from earth. Now isro will do that in 200 rupees and then all that Indian YouTubers will be “India is so much better than US”."
1581,Lin Yen Chin,2021-08-07T01:24:26Z,2021-08-07T01:24:26Z,0,"In context of this video; I am glad Elon Musk is showing the Germanic brilliance that glowes in his Dutch lineage, making his Star Ship initiative a fine reflectuon of how competence is often suppressed by bureaucratic nonsense that has defined the existence of NASA.<br><br>I had no idea that India knows how to overcome the gravity of bureaucracy."
1582,Lin Yen Chin,2021-08-07T01:18:00Z,2021-08-07T01:18:00Z,154,Astounding!<br>I knew they had a Yogi based faction that has always held superior perceptual acuity and greater than average cognitive coherence but didn&#39;t realize they applied such superior efficiency to their space industry.
1583,Shivam Sharma,2021-08-07T00:52:56Z,2021-08-07T00:52:56Z,5,I think it&#39;s a good thing that NASA is making a working model in comparatively less budget than India. NASA must be proud 🤷🏻‍♂️.
1584,Hamad Albreki,2021-08-06T22:20:30Z,2021-08-06T22:20:30Z,0,Because isro is cheap like their country
1585,A5%2e,2021-08-06T21:51:25Z,2021-08-06T21:51:25Z,1,Jugaads
1586,om craig om,2021-08-06T16:48:20Z,2021-08-06T16:48:20Z,1,India is overflowing with kids facing malnutrition the slums there are endless there is acute shortage of drinking water medical facility it is truly a humiliation that they have any budget for space exploration
1587,an_anshika,2021-08-06T14:21:34Z,2021-08-06T14:21:34Z,0,Its Is-ro not I-S-ro
1588,Will The Real Flat Earther Please Stand Up?,2021-08-06T12:43:52Z,2021-08-06T12:43:52Z,0,"I don&#39;t mean to be a party pooper, but honestly, I don&#39;t care. As long as poverty reigns, I couldn&#39;t care less, how much they spend on Space. And that goes for other countries as well."
1589,Lensbreak Studios,2021-08-06T09:47:30Z,2021-08-06T09:47:30Z,3,You cant really compare the costs of these rockets and space programs. That just makes zero sense if you understand a bit of economics ;-)
1590,Movie Scores,2021-08-06T08:10:29Z,2021-08-06T08:10:29Z,0,Cheap always comes with risks
1591,Jefree Sarker,2021-08-06T08:06:09Z,2021-08-06T08:06:09Z,0,Usa have so much money. They have higher tax rate in usa than india. As a government company  NASA have lots of fund from the government. For that they used to built rockets with more money. But now a days spacex is making the usa money worth by making rockets at a lower rate.
1592,Tulsi Joshi,2021-08-06T06:42:17Z,2021-08-06T06:42:17Z,0,Not asia- pacific it&#39;s indo-pacific
1593,nicola johnson,2021-08-06T05:58:17Z,2021-08-06T05:58:17Z,0,"India has so many increadibly poor and destitute citizens and yet they waste money on a space programme, it&#39;s shameful. <br><br>They were getting 200 million + from the UK in aid for decades but it turned out that instead of feeding and housing the poor they wasted it on an unnecessary space program, they have massive issues based around am insane caste system that keeps over 200million citizens impoverished and homeless, but yet waste money on the military and a space programme, despicable."
1594,prakash,2021-08-06T05:51:47Z,2021-08-06T05:51:47Z,0,"The logic kind of makes sense. But if you look at the total cost of funding this org from day one, the kind of govt funds that have run this institution for so many decades without results and proposer mission along with kind of assets like land etc of calculated then the cost would look 100x of NASAs."
1595,Nehemz,2021-08-06T05:20:44Z,2021-08-06T05:20:44Z,0,"That&#39;s the dream of Gandhi,<br><br><br>Rocket science and Nuclear"
1596,esphi LEE,2021-08-06T04:39:53Z,2021-08-06T04:39:53Z,0,"Like many developing nations, India’s biggest problem is corruption. Otherwise India would have been a super power."
1597,Channel Name • 10 years ago,2021-08-05T21:47:01Z,2021-08-05T21:47:01Z,0,"<a href=""https://www.youtube.com/watch?v=Z_8F_jazYjc&amp;t=5m30s"">5:30</a> it&#39;s a bit wrong. The SLS has various blocks for various purposes.<br><br>Not sure where you got 90T but the block for cargo (SLS Block 2 Cargo) can lift 130T which can bring down the cost per kg to just 15,200 USD. It&#39;s still expensive tho"
1598,Saurabh Nikhade,2021-08-05T17:46:21Z,2021-08-05T17:46:21Z,0,Also mention employee salary in USA and India
1599,M K,2021-08-05T16:51:02Z,2021-08-05T16:51:02Z,0,"There is no competition here. If you read what Sri Vikram Sarabhai said about goals of ISRO, he made it abundantly clear that ISRO is in service to the nation and science, not  a fanatic of space race. NASA is still top org in sheet amount of research, engineering and achievements, but ISRO doesn&#39;t and shouldn&#39;t care, all it should do is care about the specific problems it can solve of the society."
1600,ALPHA PIYUSH,2021-08-05T15:06:30Z,2021-08-05T15:06:30Z,0,if nasa and isro collabs.....humans would conquer the voids of the space.
1601,Aneel N,2021-08-05T13:32:00Z,2021-08-05T13:32:00Z,0,This is stupid comparison how much Indian scientists get paid vs nasa scientists
1602,luke9:23,2021-08-05T12:58:55Z,2021-08-05T12:58:55Z,0,When they land people on moon again I might care.
1603,Va K,2021-08-05T12:50:56Z,2021-08-05T12:50:56Z,0,Cheap labor &amp; cheap resources doesn’t mean you humiliate NASA. Its just how things work.
1604,Daniel H,2021-08-05T12:49:03Z,2021-08-05T12:49:03Z,0,Poor ISRO scientists are not paid as high as NASA one&#39;s  and then they&#39;ll proud of it  and say we humiliated NASA ✌️
1605,Vardhman,2021-08-05T08:55:50Z,2021-08-05T08:55:50Z,1,"We have no intentions of humiliating our peers , we just want to be the best"
1606,your a wiZzard HaRrY,2021-08-05T07:59:17Z,2021-08-05T07:59:17Z,0,Fun fact: You won&#39;t find Americans in this comment section 😂😂
1607,Intolerant Kaafir,2021-08-05T07:42:14Z,2021-08-05T07:42:14Z,1,Just another achievement yet lot more to achieve. West should change it&#39;s way to look at India.
1608,Al W,2021-08-05T06:32:07Z,2021-08-05T06:32:07Z,7,I don’t see anything humiliating about going to space last century.
1609,Shivam Shah,2021-08-05T06:24:29Z,2021-08-05T06:24:29Z,0,One of the premier space programs and the video still called them “space underdogs”. I liked the end “just getting started”.
1610,sukhbir grewal,2021-08-05T06:11:52Z,2021-08-05T06:11:52Z,0,I would have never left 🇮🇳 if the conditions are good. So many social problems.
1611,DanishTroll,2021-08-05T05:57:06Z,2021-08-05T05:57:06Z,0,NASA engineers are paid near 200k a year. That&#39;s probably how much India pays their whole engineering department.
1612,who I am again?,2021-08-05T05:32:00Z,2021-08-05T05:32:00Z,1,Indian desi jugad 😂😂😂 but I am really proud to be indian
1613,Abhishek S,2021-08-05T04:45:03Z,2021-08-05T04:45:03Z,0,Great info
1614,M Joedaikalaraj Pusparaj,2021-08-04T18:48:41Z,2021-08-04T18:48:41Z,0,Yeah... but you can&#39;t land a robot with this budget.
1615,Prakhar Srivastava,2021-08-04T18:16:18Z,2021-08-04T18:16:18Z,0,"One advice, instead of pronouncing the alphabets separately like EYE-S-ARE-O, You can call ISRO together as a word: isro"
1616,1981eskay,2021-08-04T18:08:44Z,2021-08-04T18:08:44Z,1,ISRO - Uber for space travel
1617,IH,2021-08-04T16:46:03Z,2021-08-04T16:46:03Z,0,Can you compare Indian employees against NASA&#39;s salary as well?
1618,Ashish Bahure,2021-08-04T16:40:06Z,2021-08-04T16:40:06Z,0,Persistence mission is headed by NASA.. but the one who is persistent is ISRO
1619,RRR,2021-08-04T15:51:41Z,2021-08-04T15:51:41Z,0,"I saw to headline and thumbnail. Actually I think, isro is producing quite cheap because in usa living cost is high and professional are to be paid high. Same scientist in India getting 15-2O lakh gets near crore and above because of cost of living. Other aspect is. Jugaad, yeah in India people are very creative and produce things quite cheap."
1620,Hein Thura,2021-08-04T12:58:07Z,2021-08-04T12:58:07Z,0,are those reusable ?
1621,Ayush Pardhi,2021-08-04T10:08:34Z,2021-08-04T10:08:34Z,0,"The main reason for low budget of indian mangalyaan mission was there selected time and a time consuming technique called gravity slingshot, but still ISRO&#39;s  dedication and hard work make this possible"
1622,testingbruin,2021-08-04T07:54:51Z,2021-08-04T07:54:51Z,70,"As someone who works in the U.S. aerospace industry for a while now and has dealt with program management, you can&#39;t simply compare budgets like this. If you account for cost of living and take home salaries in India vs U.S., the weighted budgets differences are a lot less drastic. Of course, not to downplay what they are able to achieve, which is still amazing regardless. And the U.S. Space Program has a lot of requirements that adds to the cost (some that are bureaucratic in nature while others are done in excess and inefficiently obviously). It also takes a lot more resources to develop technology at the forefront versus already seeing it done and building on top of existing lessons learned."
1623,NAIKOTEKI_AD,2021-08-04T07:38:49Z,2021-08-04T07:38:49Z,1,But we don&#39;t need to forget that they launched it when we were fighting over religions. So it doesn&#39;t matter how cheaper we made it but they still are the world powerful country.
1624,Mayank T.,2021-08-03T20:12:57Z,2021-08-03T20:12:57Z,2,"Rather than focusing on money, it&#39;s better to focus on mission. That&#39;s how nasa is way forward."
1625,Harshraj Singh Chouhan,2021-08-03T18:54:30Z,2021-08-03T18:54:30Z,1,Best wishes from india 🇮🇳🙏
1626,Lulun Phiam's,2021-08-03T16:30:27Z,2021-08-03T16:30:27Z,0,"We Indians are great because we don&#39;t see what we could do better than others but we see what&#39;s beyond others couldn&#39;t see.<br>And if you want to be great,practise that.(Indians inlcude)"
1627,Badar Islam,2021-08-03T15:29:00Z,2021-08-03T15:29:00Z,0,If they spend that $0.4 billion on toilets🤔🤔
1628,Jasbir Pabla,2021-08-03T13:40:04Z,2021-08-03T13:40:04Z,0,Like chandrayaan 2 😁😁😁😁😁
1629,Reena Raj,2021-08-03T13:30:20Z,2021-08-03T13:30:48Z,0,Well it’s not 0.4B vs 2B<br>It’s dead Chandrayan vs One Giant Leap of a Mankind
1630,Arman Haque,2021-08-03T13:14:26Z,2021-08-03T13:14:26Z,0,The fake accent though wasn&#39;t required.
1631,Vablo,2021-08-03T12:57:51Z,2021-08-03T12:57:51Z,1,how SpaceX Humiliates indias&#39;s space program
1632,Sarath Menon,2021-08-03T12:21:34Z,2021-08-03T12:21:34Z,0,"NASA - Have advanced technology <br>ISRO - cost effective <br>Future of humanity will change, if they works together."
1633,olivier van der pol,2021-08-03T10:56:05Z,2021-08-03T10:56:05Z,1,"All of your indian crashes wipe away your cheap ass rockets that fail 40% of the time so idk why ur so proud of the cheap stuff, usa rockets just work like they are supposed to."
1634,Tony Quinn Quinn,2021-08-03T10:19:59Z,2021-08-03T10:19:59Z,0,Could you please Practice your Vocabulary?????
1635,Rohit K,2021-08-03T09:35:38Z,2021-08-03T09:40:55Z,0,"NASA have contributed alot for the science and technology. They are one of the pioneers in space technology. Indians are inspired by their relentless pursuit of cosmic realities. ISRO is about using space exploration as a way for the empowerment of humankind, not for a  space race. As an Indian , i acknowledge and appreciate the hardwork and results produced by various space organisations and individuals."
1636,Adarsh Devadiga,2021-08-03T08:13:19Z,2021-08-03T08:13:19Z,0,Humiliation is the peanut isro pay their scientists and engineers 🤦‍♂️ give them same pay for the extra effort they put and then compare differences
1637,spm198116,2021-08-03T08:09:33Z,2021-08-03T08:09:33Z,0,And sad thing is that most of Indians doesn&#39;t know how far we came in space technology and how difficult was the path our scientists travelled to achieve....hats off
1638,Kevin Clark,2021-08-03T06:57:47Z,2021-08-03T06:57:47Z,4,I really feel left aside hearing and seeing several testimonies from people on profits they make from Bitcoin/Forex Investment. Can someone recommend a good expert that trade on my behalf and generate profit for me.
1639,Adithya Vinod,2021-08-03T06:55:57Z,2021-08-03T06:55:57Z,0,🇮🇳🔪🔪
1640,Srikar Maddula,2021-08-03T04:53:20Z,2021-08-03T04:53:20Z,1,This is after a ton of really good minds end up leaving India for a ton of reasons.
1641,BJ GAMER,2021-08-02T22:59:34Z,2021-08-02T22:59:34Z,1,I......SRO 😂 BRO ITS ISRO
1642,debanjan sengupta,2021-08-02T20:41:28Z,2021-08-02T20:41:28Z,0,"Extremely poor understanding of space programs !! Comparing ISRO with NASA ?? With all due respect, you gotta be kidding me !!"
1643,TECHCROWD,2021-08-02T16:56:39Z,2021-08-02T16:56:39Z,2,Fun fact: 30% of NASA Scientists are Indians. They have contributed to astronomy way earlier
1644,ASWIN Jr,2021-08-02T15:49:30Z,2021-08-02T15:49:30Z,1,Apj abdul kalam is the person who make ISRO proud
1645,Tapankumar Bhavsar,2021-08-02T14:50:08Z,2021-08-02T14:50:08Z,0,Cost of resources is major factor in NASA. Its already discussed in detail in many article earlier.  Please help your self before getting gaga over isro.
1646,IMPHAL BREAKER,2021-08-02T12:44:06Z,2021-08-02T12:44:06Z,0,Still india hav to many homeless n making this hopeless mind
1647,Overlord,2021-08-02T11:37:51Z,2021-08-02T11:37:51Z,1,"Comparing ISRO with NASA is like comparing Apples with oranges.<br>Both have their respective different vision and mission.<br>NASA has achieved so much great milestones that No other space agencies did, whereas ISRO not even able to send a human in space with its own capabilities."
1648,Ankur Rai,2021-08-02T10:49:32Z,2021-08-02T10:51:15Z,0,"Comparison between ISRO and NASA isn&#39;t fair. They try to achieve completely different objectives. ISRO is more focused towards commercial and applications, cost matters a lot. NASA is more towards exploratory side, where cost isn&#39;t primary concern but being first is important. Their many findings won&#39;t be comming in public domain so we wouldn&#39;t be able to really evaluate."
1649,Cosa Nostra,2021-08-02T10:03:18Z,2021-08-02T10:03:18Z,0,Remember chandrayan? Lol
1650,Aakash Mukherjee,2021-08-02T09:39:58Z,2021-08-02T09:39:58Z,0,Proud to be an indian :)
1651,Ranjeet Sharma,2021-08-02T08:37:06Z,2021-08-02T08:37:06Z,0,"Don&#39;t forget you people didn&#39;t give us Cryogenic technology,  we made our own. Our Chandrayan moon budget is less than Interstellar movie😆"
1652,Samin 20,2021-08-02T08:36:46Z,2021-08-02T08:38:44Z,1,"NASA, SpaceX they invent new technologies. They try first. On the other hand India just use those technologies. If you do a thing first it will cost you more, because you are doing a new thing. India is just following previously tried things by other space agencies. Same thing happened here."
1653,status phobia,2021-08-02T06:58:39Z,2022-08-07T06:41:49Z,2,India will colonies mars if they have other organization budget😆
1654,Rupangshu Dutta,2021-08-02T03:36:26Z,2021-08-02T03:36:26Z,1,"Really NASA IS AMAZING, BUT ISRO IS SUPER AMAZING. <br>Many Indians go away from India , just to get more money in NaSA. And NASA also acquires more of them, bcz they know that Indians are quite intelligent. 36% of the total NASA consists of Indians, who are working for the betterment of NASA. But if these scientists join ISRO(THEIR MOTHERLAND INDIA&#39;S SPACE AGENCY), then the success of ISRO will sky rocket. <br><b>sorry if there is some mistake, I tried to Express my views only</b>"
1655,AL,2021-08-01T19:18:57Z,2021-08-01T19:18:57Z,2,India people are starving! Any budget for space missions are completely waste of money
1656,Tz Arsh,2021-08-01T15:44:44Z,2021-08-01T15:44:44Z,0,"The rocket launch which failed and landed in the bay of bengal <a href=""https://www.youtube.com/watch?v=Z_8F_jazYjc&amp;t=2m16s"">2:16</a> ... It was landed there on purpose ... The launch was switched to manual from auto.... Because the scientists then saw some  defect in the 2nd stage ...."
1657,Yogesh Hukame,2021-08-01T08:19:12Z,2021-08-01T08:19:12Z,1,"Salute to great Sarabhai and Mr dhawan, they were pioneer of space programs"
1658,mtn. srl Rascu,2021-08-01T07:39:16Z,2021-08-01T07:39:16Z,0,"Spacex, do you ever heard of 🤣"
1659,Ullas Rathod,2021-08-01T07:37:42Z,2021-08-01T07:37:42Z,0,Why would too often
1660,UFO for REAL,2021-08-01T06:46:23Z,2021-08-01T06:46:23Z,0,Silent for people who still believe ISRO is great
1661,prashanth k,2021-08-01T02:38:14Z,2021-08-01T02:38:14Z,0,When foreign media tells about isro
1662,saurabh,2021-07-31T19:22:19Z,2021-07-31T19:22:19Z,0,That is completely stupid comparison..does scientists in usa and India are paid same?? And all the other things??
1663,Atul Chandra,2021-07-31T14:52:46Z,2021-07-31T14:52:46Z,0,"This is not Humiliation,<br><br>In India salary and services  to scientists are  very less as compared to US. <br><br>It&#39;s cost effective cos they are forced to do so.<br><br>All money goes in to winning the election. <br><br>Hope hard working scientists will also get good wages and services as per global standards."
1664,Yash Gaur,2021-07-31T12:59:59Z,2021-07-31T12:59:59Z,0,"That’s because of different economies, pay scale of scientists, cost of materials etc etc"
1665,Newbie daddy,2021-07-31T10:34:00Z,2021-07-31T10:34:00Z,1,What the video has not mentioned is ....lots of Nasa work is powered by Indian brains....hope we retain more and more talent in India....keep rocking ISRO ....Jai Hind!!!🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
1666,Baba Adnan,2021-07-31T08:45:50Z,2021-07-31T08:45:50Z,0,Meanwhile having a Toilet is still a luxury in many parts of India. Rich getting richer poor getting Poorer.
1667,Rob Robin,2021-07-31T08:05:18Z,2021-07-31T08:05:46Z,1,"I am Indian and proud. But logically, if your street food vendor made good food, you shall not diss a 5 star restaurant. What NASA has accomplished is beyond all this. It&#39;s due to the success of NASA that other space agencies could replicate it. Original R&amp;D is always costly. Love Punjab."
1668,fiddflf,2021-07-31T04:41:43Z,2021-07-31T04:41:43Z,0,Jugad ek aisa course h jo har Indian n kra hi hota h
1669,Alpha M,2021-07-31T01:31:14Z,2021-07-31T01:31:19Z,1,Bullshit cheaper doesnt mean better
1670,Mezbah Ahmed,2021-07-30T21:06:31Z,2021-07-30T21:06:31Z,0,This is a big reason why India has not been able to achieve success so far.
1671,shresth jain,2021-07-30T16:38:38Z,2021-07-30T16:38:38Z,1,Meanwhile BBC India is in space anyone can do that we will never show that we will show the footage from the slums in 1960s ....
1672,kannadashorts,2021-07-30T16:32:52Z,2021-07-30T16:32:52Z,0,Yeah they do all that because they have more contract workers working there who aren&#39;t paid much that&#39;s sad fact and they work as good as employees and they won&#39;t even respected as engineer &#39; s .
1673,Always Special,2021-07-30T15:58:46Z,2021-07-30T15:58:46Z,0,ISRO pages same wages to Program Chief as NASA pays to Janitor.
1674,Zz Zreen,2021-07-30T11:38:26Z,2021-07-30T11:38:26Z,0,"If American put their space budget in isro , we already built a base on Mars."
